input x,input y,x dist,y dist,total dist,angle
44, 0, -0.55059468746185, -0.83477264642715, 1.0, 59455
45, 0, -0.53803539276123, -0.84292215108871, 1.0, 59611
46, 0, -0.53803539276123, -0.84292215108871, 1.0, 59611
47, 0, -0.53803539276123, -0.84292215108871, 1.0, 59611
48, 0, -0.51711565256119, -0.85591560602188, 1.0, 59868
49, 0, -0.51711565256119, -0.85591560602188, 1.0, 59868
50, 0, -0.51711565256119, -0.85591560602188, 1.0, 59868
51, 0, -0.50387102365494, -0.86377894878387, 1.0, 60028
52, 0, -0.49613893032074, -0.86824315786362, 1.0, 60122
53, 0, -0.49613893032074, -0.86824315786362, 1.0, 60122
54, 0, -0.49613893032074, -0.86824315786362, 1.0, 60122
55, 0, -0.48260477185249, -0.87583827972412, 1.0, 60283
56, 0, -0.47514891624451, -0.87990540266037, 1.0, 60372
57, 0, -0.47514891624451, -0.87990540266037, 1.0, 60372
58, 0, -0.46135276556015, -0.88721686601639, 1.0, 60535
59, 0, -0.46135276556015, -0.88721686601639, 1.0, 60535
60, 0, -0.45418745279312, -0.89090609550476, 1.0, 60619
61, 0, -0.44015720486641, -0.89792066812515, 1.0, 60783
62, 0, -0.44015720486641, -0.89792066812515, 1.0, 60783
63, 0, -0.44015720486641, -0.89792066812515, 1.0, 60783
64, 0, -0.4190582036972, -0.90795946121216, 1.0, 61026
65, 0, -0.4190582036972, -0.90795946121216, 1.0, 61026
66, 0, -0.40450602769852, -0.914535343647, 1.0, 61193
67, 0, -0.39809313416481, -0.91734504699707, 1.0, 61266
68, 0, -0.39809313416481, -0.91734504699707, 1.0, 61266
69, 0, -0.38337764143944, -0.92359161376953, 1.0, 61433
70, 0, -0.37729686498642, -0.92609232664108, 1.0, 61501
71, 0, -0.37729686498642, -0.92609232664108, 1.0, 61501
72, 0, -0.36244627833366, -0.93200469017029, 1.0, 61668
73, 0, -0.36244627833366, -0.93200469017029, 1.0, 61668
74, 0, -0.34174302220345, -0.93979340791702, 1.0, 61899
75, 0, -0.34174302220345, -0.93979340791702, 1.0, 61899
76, 0, -0.34174302220345, -0.93979340791702, 1.0, 61899
77, 0, -0.32129636406898, -0.9469787478447, 1.0, 62125
78, 0, -0.32129636406898, -0.9469787478447, 1.0, 62125
79, 0, -0.30600920319557, -0.95202857255936, 1.0, 62293
80, 0, -0.30113133788109, -0.95358258485794, 1.0, 62346
81, 0, -0.30113133788109, -0.95358258485794, 1.0, 62346
82, 0, -0.28580510616302, -0.95828771591187, 1.0, 62513
83, 0, -0.28127044439316, -0.95962852239609, 1.0, 62563
84, 0, -0.26592901349068, -0.96399265527725, 1.0, 62729
85, 0, -0.26592901349068, -0.96399265527725, 1.0, 62729
86, 0, -0.2463987916708, -0.96916854381561, 1.0, 62940
87, 0, -0.2463987916708, -0.96916854381561, 1.0, 62940
88, 0, -0.24253562092781, -0.97014248371124, 1.0, 62981
89, 0, -0.22722959518433, -0.97384119033813, 1.0, 63146
90, 0, -0.22722959518433, -0.97384119033813, 1.0, 63146
91, 0, -0.20843400061131, -0.97803646326065, 1.0, 63346
92, 0, -0.20843400061131, -0.97803646326065, 1.0, 63346
93, 0, -0.19302186369896, -0.98119449615479, 1.0, 63510
94, 0, -0.19002191722393, -0.98177993297577, 1.0, 63542
95, 0, -0.17469121515751, -0.98462325334549, 1.0, 63705
96, 0, -0.17200103402138, -0.98509681224823, 1.0, 63733
97, 0, -0.15676754713058, -0.98763555288315, 1.0, 63895
98, 0, -0.15676754713058, -0.98763555288315, 1.0, 63895
99, 0, -0.13925483822823, -0.99025654792786, 1.0, 64079
100, 0, -0.13925483822823, -0.99025654792786, 1.0, 64079
101, 0, -0.12215519696474, -0.9925109744072, 1.0, 64259
102, 0, -0.10707319527864, -0.99425113201141, 1.0, 64418
103, 0, -0.1054690554738, -0.99442255496979, 1.0, 64434
104, 0, -0.090535752475262, -0.99589323997498, 1.0, 64591
105, 0, -0.089195296168327, -0.99601417779922, 1.0, 64605
106, 0, -0.074419923126698, -0.99722701311111, 1.0, 64760
107, 0, -0.074419923126698, -0.99722701311111, 1.0, 64760
108, 0, -0.058722022920847, -0.99827438592911, 1.0, 64924
109, 0, -0.044074777513742, -0.99902826547623, 1.0, 65077
110, 0, -0.043437223881483, -0.99905622005463, 1.0, 65083
111, 0, -0.028973337262869, -0.9995801448822, 1.0, 65234
112, 0, -0.014284256845713, -0.99989795684814, 1.0, 65388
113, 0, -0.014284256845713, -0.99989795684814, 1.0, 65388
114, 0, 0.0, -1.0, 1.0, 0
115, 0, 0.0, -1.0, 1.0, 0
116, 0, 0.0, -1.0, 1.0, 0
117, 0, 0.0, -1.0, 1.0, 0
118, 0, 0.0, -1.0, 1.0, 0
119, 0, 0.0, -1.0, 1.0, 0
120, 0, 0.0, -1.0, 1.0, 0
121, 0, 0.0, -1.0, 1.0, 0
122, 0, 0.0, -1.0, 1.0, 0
123, 0, 0.0, -1.0, 1.0, 0
124, 0, 0.0, -1.0, 1.0, 0
125, 0, 0.0, -1.0, 1.0, 0
126, 0, 0.0, -1.0, 1.0, 0
127, 0, 0.0, -1.0, 1.0, 0
128, 0, 0.0, -1.0, 1.0, 0
129, 0, 0.0, -1.0, 1.0, 0
130, 0, 0.0, -1.0, 1.0, 0
131, 0, 0.0, -1.0, 1.0, 0
132, 0, 0.0, -1.0, 1.0, 0
133, 0, 0.0, -1.0, 1.0, 0
134, 0, 0.0, -1.0, 1.0, 0
135, 0, 0.0, -1.0, 1.0, 0
136, 0, 0.0, -1.0, 1.0, 0
137, 0, 0.0, -1.0, 1.0, 0
138, 0, 0.0, -1.0, 1.0, 0
139, 0, 0.0, -1.0, 1.0, 0
140, 0, 0.0, -1.0, 1.0, 0
141, 0, 0.0, -1.0, 1.0, 0
142, 0, 0.0, -1.0, 1.0, 0
143, 0, 0.0, -1.0, 1.0, 0
144, 0, 0.0, -1.0, 1.0, 0
145, 0, 0.0, -1.0, 1.0, 0
146, 0, 0.0, -1.0, 1.0, 0
147, 0, 0.014284256845713, -0.99989795684814, 1.0, 148
148, 0, 0.014284256845713, -0.99989795684814, 1.0, 148
149, 0, 0.028973337262869, -0.9995801448822, 1.0, 302
150, 0, 0.043437223881483, -0.99905622005463, 1.0, 453
151, 0, 0.044074777513742, -0.99902826547623, 1.0, 459
152, 0, 0.058722022920847, -0.99827438592911, 1.0, 612
153, 0, 0.074419923126698, -0.99722701311111, 1.0, 776
154, 0, 0.074419923126698, -0.99722701311111, 1.0, 776
155, 0, 0.089195296168327, -0.99601417779922, 1.0, 931
156, 0, 0.090535752475262, -0.99589323997498, 1.0, 945
157, 0, 0.1054690554738, -0.99442255496979, 1.0, 1102
158, 0, 0.10707319527864, -0.99425113201141, 1.0, 1118
159, 0, 0.12215519696474, -0.9925109744072, 1.0, 1277
160, 0, 0.13925483822823, -0.99025654792786, 1.0, 1457
161, 0, 0.13925483822823, -0.99025654792786, 1.0, 1457
162, 0, 0.15676754713058, -0.98763555288315, 1.0, 1641
163, 0, 0.15676754713058, -0.98763555288315, 1.0, 1641
164, 0, 0.17200103402138, -0.98509681224823, 1.0, 1803
165, 0, 0.17469121515751, -0.98462325334549, 1.0, 1831
166, 0, 0.19002191722393, -0.98177993297577, 1.0, 1994
167, 0, 0.19302186369896, -0.98119449615479, 1.0, 2026
168, 0, 0.20843400061131, -0.97803646326065, 1.0, 2190
169, 0, 0.20843400061131, -0.97803646326065, 1.0, 2190
170, 0, 0.22722959518433, -0.97384119033813, 1.0, 2390
171, 0, 0.22722959518433, -0.97384119033813, 1.0, 2390
172, 0, 0.24253562092781, -0.97014248371124, 1.0, 2555
173, 0, 0.2463987916708, -0.96916854381561, 1.0, 2596
174, 0, 0.2463987916708, -0.96916854381561, 1.0, 2596
175, 0, 0.26592901349068, -0.96399265527725, 1.0, 2807
176, 0, 0.26592901349068, -0.96399265527725, 1.0, 2807
177, 0, 0.28127044439316, -0.95962852239609, 1.0, 2973
178, 0, 0.28580510616302, -0.95828771591187, 1.0, 3023
179, 0, 0.30113133788109, -0.95358258485794, 1.0, 3190
180, 0, 0.30113133788109, -0.95358258485794, 1.0, 3190
181, 0, 0.30600920319557, -0.95202857255936, 1.0, 3243
182, 0, 0.32129636406898, -0.9469787478447, 1.0, 3411
183, 0, 0.32129636406898, -0.9469787478447, 1.0, 3411
184, 0, 0.34174302220345, -0.93979340791702, 1.0, 3637
185, 0, 0.34174302220345, -0.93979340791702, 1.0, 3637
186, 0, 0.34174302220345, -0.93979340791702, 1.0, 3637
187, 0, 0.36244627833366, -0.93200469017029, 1.0, 3868
188, 0, 0.36244627833366, -0.93200469017029, 1.0, 3868
189, 0, 0.37729686498642, -0.92609232664108, 1.0, 4035
190, 0, 0.37729686498642, -0.92609232664108, 1.0, 4035
191, 0, 0.38337764143944, -0.92359161376953, 1.0, 4103
192, 0, 0.39809313416481, -0.91734504699707, 1.0, 4270
193, 0, 0.39809313416481, -0.91734504699707, 1.0, 4270
194, 0, 0.40450602769852, -0.914535343647, 1.0, 4343
195, 0, 0.4190582036972, -0.90795946121216, 1.0, 4510
196, 0, 0.4190582036972, -0.90795946121216, 1.0, 4510
197, 0, 0.44015720486641, -0.89792066812515, 1.0, 4753
198, 0, 0.44015720486641, -0.89792066812515, 1.0, 4753
199, 0, 0.44015720486641, -0.89792066812515, 1.0, 4753
200, 0, 0.45418745279312, -0.89090609550476, 1.0, 4917
201, 0, 0.46135276556015, -0.88721686601639, 1.0, 5001
202, 0, 0.46135276556015, -0.88721686601639, 1.0, 5001
203, 0, 0.47514891624451, -0.87990540266037, 1.0, 5164
204, 0, 0.47514891624451, -0.87990540266037, 1.0, 5164
205, 0, 0.48260477185249, -0.87583827972412, 1.0, 5253
206, 0, 0.49613893032074, -0.86824315786362, 1.0, 5414
207, 0, 0.49613893032074, -0.86824315786362, 1.0, 5414
208, 0, 0.49613893032074, -0.86824315786362, 1.0, 5414
209, 0, 0.50387102365494, -0.86377894878387, 1.0, 5508
210, 0, 0.51711565256119, -0.85591560602188, 1.0, 5668
211, 0, 0.51711565256119, -0.85591560602188, 1.0, 5668
212, 0, 0.51711565256119, -0.85591560602188, 1.0, 5668
213, 0, 0.53803539276123, -0.84292215108871, 1.0, 5925
214, 0, 0.53803539276123, -0.84292215108871, 1.0, 5925
215, 0, 0.53803539276123, -0.84292215108871, 1.0, 5925
216, 0, 0.55059468746185, -0.83477264642715, 1.0, 6081
217, 0, 0.55885344743729, -0.8292663693428, 1.0, 6185
218, 0, 0.55885344743729, -0.8292663693428, 1.0, 6185
219, 0, 0.55885344743729, -0.8292663693428, 1.0, 6185
220, 0, 0.57106447219849, -0.820905148983, 1.0, 6339
221, 0, 0.57106447219849, -0.820905148983, 1.0, 6339
222, 0, 0.57952380180359, -0.81495529413223, 1.0, 6447
223, 0, 0.57952380180359, -0.81495529413223, 1.0, 6447
224, 0, 0.59136366844177, -0.8064050078392, 1.0, 6599
225, 0, 0.59136366844177, -0.8064050078392, 1.0, 6599
226, 0, 0.59136366844177, -0.8064050078392, 1.0, 6599
227, 0, 0.61144751310349, -0.79128503799438, 1.0, 6862
228, 0, 0.61144751310349, -0.79128503799438, 1.0, 6862
229, 0, 0.61144751310349, -0.79128503799438, 1.0, 6862
230, 0, 0.61144751310349, -0.79128503799438, 1.0, 6862
231, 0, 0.63127142190933, -0.77556204795837, 1.0, 7125
232, 0, 0.63127142190933, -0.77556204795837, 1.0, 7125
233, 0, 0.63127142190933, -0.77556204795837, 1.0, 7125
234, 0, 0.63127142190933, -0.77556204795837, 1.0, 7125
235, 0, 0.64193671941757, -0.76675772666931, 1.0, 7270
236, 0, 0.64193671941757, -0.76675772666931, 1.0, 7270
237, 0, 0.65079140663147, -0.75925666093826, 1.0, 7391
238, 0, 0.65079140663147, -0.75925666093826, 1.0, 7391
239, 0, 0.65079140663147, -0.75925666093826, 1.0, 7391
240, 0, 0.66103059053421, -0.75035899877548, 1.0, 7532
241, 0, 0.66103059053421, -0.75035899877548, 1.0, 7532
242, 0, 0.66996449232101, -0.74239307641983, 1.0, 7657
243, 0, 0.66996449232101, -0.74239307641983, 1.0, 7657
244, 0, 0.67976462841034, -0.73343032598495, 1.0, 7796
245, 0, 0.67976462841034, -0.73343032598495, 1.0, 7796
246, 0, 0.67976462841034, -0.73343032598495, 1.0, 7796
247, 0, 0.67976462841034, -0.73343032598495, 1.0, 7796
248, 0, 0.68874943256378, -0.72499936819077, 1.0, 7924
249, 0, 0.6981001496315, -0.71600013971329, 1.0, 8059
250, 0, 0.6981001496315, -0.71600013971329, 1.0, 8059
251, 0, 0.6981001496315, -0.71600013971329, 1.0, 8059
252, 0, 0.6981001496315, -0.71600013971329, 1.0, 8059
253, 0, 0.70710676908493, -0.70710676908493, 1.0, 8192
254, 0, 0.71600013971329, -0.6981001496315, 1.0, 8324
255, 0, 0.71600013971329, -0.6981001496315, 1.0, 8324
0, 1, -0.72499936819077, -0.68874943256378, 1.0, 57077
1, 1, -0.72499936819077, -0.68874943256378, 1.0, 57077
2, 1, -0.72499936819077, -0.68874943256378, 1.0, 57077
3, 1, -0.72499936819077, -0.68874943256378, 1.0, 57077
4, 1, -0.71600013971329, -0.6981001496315, 1.0, 57212
5, 1, -0.71600013971329, -0.6981001496315, 1.0, 57212
6, 1, -0.71600013971329, -0.6981001496315, 1.0, 57212
7, 1, -0.71600013971329, -0.6981001496315, 1.0, 57212
8, 1, -0.70710676908493, -0.70710676908493, 1.0, 57344
9, 1, -0.6981001496315, -0.71600013971329, 1.0, 57477
10, 1, -0.6981001496315, -0.71600013971329, 1.0, 57477
11, 1, -0.6981001496315, -0.71600013971329, 1.0, 57477
12, 1, -0.6981001496315, -0.71600013971329, 1.0, 57477
13, 1, -0.68874943256378, -0.72499936819077, 1.0, 57612
14, 1, -0.67976462841034, -0.73343032598495, 1.0, 57740
15, 1, -0.67976462841034, -0.73343032598495, 1.0, 57740
16, 1, -0.67976462841034, -0.73343032598495, 1.0, 57740
17, 1, -0.67976462841034, -0.73343032598495, 1.0, 57740
18, 1, -0.66996449232101, -0.74239307641983, 1.0, 57879
19, 1, -0.66996449232101, -0.74239307641983, 1.0, 57879
20, 1, -0.66103059053421, -0.75035899877548, 1.0, 58004
21, 1, -0.66103059053421, -0.75035899877548, 1.0, 58004
22, 1, -0.65079140663147, -0.75925666093826, 1.0, 58145
23, 1, -0.65079140663147, -0.75925666093826, 1.0, 58145
24, 1, -0.65079140663147, -0.75925666093826, 1.0, 58145
25, 1, -0.64193671941757, -0.76675772666931, 1.0, 58266
26, 1, -0.63127142190933, -0.77556204795837, 1.0, 58411
27, 1, -0.63127142190933, -0.77556204795837, 1.0, 58411
28, 1, -0.63127142190933, -0.77556204795837, 1.0, 58411
29, 1, -0.63127142190933, -0.77556204795837, 1.0, 58411
30, 1, -0.61144751310349, -0.79128503799438, 1.0, 58674
31, 1, -0.61144751310349, -0.79128503799438, 1.0, 58674
32, 1, -0.61144751310349, -0.79128503799438, 1.0, 58674
33, 1, -0.61144751310349, -0.79128503799438, 1.0, 58674
34, 1, -0.59999996423721, -0.79999995231628, 1.0, 58825
35, 1, -0.59136366844177, -0.8064050078392, 1.0, 58937
36, 1, -0.59136366844177, -0.8064050078392, 1.0, 58937
37, 1, -0.59136366844177, -0.8064050078392, 1.0, 58937
38, 1, -0.57952380180359, -0.81495529413223, 1.0, 59089
39, 1, -0.57952380180359, -0.81495529413223, 1.0, 59089
40, 1, -0.57106447219849, -0.820905148983, 1.0, 59197
41, 1, -0.57106447219849, -0.820905148983, 1.0, 59197
42, 1, -0.55885344743729, -0.8292663693428, 1.0, 59351
43, 1, -0.55885344743729, -0.8292663693428, 1.0, 59351
44, 1, -0.55059468746185, -0.83477264642715, 1.0, 59455
45, 1, -0.53803539276123, -0.84292215108871, 1.0, 59611
46, 1, -0.53803539276123, -0.84292215108871, 1.0, 59611
47, 1, -0.53803539276123, -0.84292215108871, 1.0, 59611
48, 1, -0.53803539276123, -0.84292215108871, 1.0, 59611
49, 1, -0.51711565256119, -0.85591560602188, 1.0, 59868
50, 1, -0.51711565256119, -0.85591560602188, 1.0, 59868
51, 1, -0.51711565256119, -0.85591560602188, 1.0, 59868
52, 1, -0.50387102365494, -0.86377894878387, 1.0, 60028
53, 1, -0.49613893032074, -0.86824315786362, 1.0, 60122
54, 1, -0.49613893032074, -0.86824315786362, 1.0, 60122
55, 1, -0.48260477185249, -0.87583827972412, 1.0, 60283
56, 1, -0.48260477185249, -0.87583827972412, 1.0, 60283
57, 1, -0.47514891624451, -0.87990540266037, 1.0, 60372
58, 1, -0.46135276556015, -0.88721686601639, 1.0, 60535
59, 1, -0.46135276556015, -0.88721686601639, 1.0, 60535
60, 1, -0.45418745279312, -0.89090609550476, 1.0, 60619
61, 1, -0.44015720486641, -0.89792066812515, 1.0, 60783
62, 1, -0.44015720486641, -0.89792066812515, 1.0, 60783
63, 1, -0.44015720486641, -0.89792066812515, 1.0, 60783
64, 1, -0.4190582036972, -0.90795946121216, 1.0, 61026
65, 1, -0.4190582036972, -0.90795946121216, 1.0, 61026
66, 1, -0.4190582036972, -0.90795946121216, 1.0, 61026
67, 1, -0.40450602769852, -0.914535343647, 1.0, 61193
68, 1, -0.39809313416481, -0.91734504699707, 1.0, 61266
69, 1, -0.39809313416481, -0.91734504699707, 1.0, 61266
70, 1, -0.38337764143944, -0.92359161376953, 1.0, 61433
71, 1, -0.37729686498642, -0.92609232664108, 1.0, 61501
72, 1, -0.36244627833366, -0.93200469017029, 1.0, 61668
73, 1, -0.36244627833366, -0.93200469017029, 1.0, 61668
74, 1, -0.35670155286789, -0.9342183470726, 1.0, 61732
75, 1, -0.34174302220345, -0.93979340791702, 1.0, 61899
76, 1, -0.34174302220345, -0.93979340791702, 1.0, 61899
77, 1, -0.32129636406898, -0.9469787478447, 1.0, 62125
78, 1, -0.32129636406898, -0.9469787478447, 1.0, 62125
79, 1, -0.32129636406898, -0.9469787478447, 1.0, 62125
80, 1, -0.30113133788109, -0.95358258485794, 1.0, 62346
81, 1, -0.30113133788109, -0.95358258485794, 1.0, 62346
82, 1, -0.28580510616302, -0.95828771591187, 1.0, 62513
83, 1, -0.28127044439316, -0.95962852239609, 1.0, 62563
84, 1, -0.26592901349068, -0.96399265527725, 1.0, 62729
85, 1, -0.26592901349068, -0.96399265527725, 1.0, 62729
86, 1, -0.2617329955101, -0.9651403427124, 1.0, 62774
87, 1, -0.2463987916708, -0.96916854381561, 1.0, 62940
88, 1, -0.2463987916708, -0.96916854381561, 1.0, 62940
89, 1, -0.22722959518433, -0.97384119033813, 1.0, 63146
90, 1, -0.22722959518433, -0.97384119033813, 1.0, 63146
91, 1, -0.20843400061131, -0.97803646326065, 1.0, 63346
92, 1, -0.20843400061131, -0.97803646326065, 1.0, 63346
93, 1, -0.19302186369896, -0.98119449615479, 1.0, 63510
94, 1, -0.19002191722393, -0.98177993297577, 1.0, 63542
95, 1, -0.17469121515751, -0.98462325334549, 1.0, 63705
96, 1, -0.17200103402138, -0.98509681224823, 1.0, 63733
97, 1, -0.15676754713058, -0.98763555288315, 1.0, 63895
98, 1, -0.15676754713058, -0.98763555288315, 1.0, 63895
99, 1, -0.13925483822823, -0.99025654792786, 1.0, 64079
100, 1, -0.13925483822823, -0.99025654792786, 1.0, 64079
101, 1, -0.12215519696474, -0.9925109744072, 1.0, 64259
102, 1, -0.10707319527864, -0.99425113201141, 1.0, 64418
103, 1, -0.1054690554738, -0.99442255496979, 1.0, 64434
104, 1, -0.090535752475262, -0.99589323997498, 1.0, 64591
105, 1, -0.090535752475262, -0.99589323997498, 1.0, 64591
106, 1, -0.074419923126698, -0.99722701311111, 1.0, 64760
107, 1, -0.074419923126698, -0.99722701311111, 1.0, 64760
108, 1, -0.058722022920847, -0.99827438592911, 1.0, 64924
109, 1, -0.044074777513742, -0.99902826547623, 1.0, 65077
110, 1, -0.043437223881483, -0.99905622005463, 1.0, 65083
111, 1, -0.028973337262869, -0.9995801448822, 1.0, 65234
112, 1, -0.014284256845713, -0.99989795684814, 1.0, 65388
113, 1, -0.014284256845713, -0.99989795684814, 1.0, 65388
114, 1, 0.0, -1.0, 1.0, 0
115, 1, 0.0, -1.0, 1.0, 0
116, 1, 0.0, -1.0, 1.0, 0
117, 1, 0.0, -1.0, 1.0, 0
118, 1, 0.0, -1.0, 1.0, 0
119, 1, 0.0, -1.0, 1.0, 0
120, 1, 0.0, -1.0, 1.0, 0
121, 1, 0.0, -1.0, 1.0, 0
122, 1, 0.0, -1.0, 1.0, 0
123, 1, 0.0, -1.0, 1.0, 0
124, 1, 0.0, -1.0, 1.0, 0
125, 1, 0.0, -1.0, 1.0, 0
126, 1, 0.0, -1.0, 1.0, 0
127, 1, 0.0, -1.0, 1.0, 0
128, 1, 0.0, -1.0, 1.0, 0
129, 1, 0.0, -1.0, 1.0, 0
130, 1, 0.0, -1.0, 1.0, 0
131, 1, 0.0, -1.0, 1.0, 0
132, 1, 0.0, -1.0, 1.0, 0
133, 1, 0.0, -1.0, 1.0, 0
134, 1, 0.0, -1.0, 1.0, 0
135, 1, 0.0, -1.0, 1.0, 0
136, 1, 0.0, -1.0, 1.0, 0
137, 1, 0.0, -1.0, 1.0, 0
138, 1, 0.0, -1.0, 1.0, 0
139, 1, 0.0, -1.0, 1.0, 0
140, 1, 0.0, -1.0, 1.0, 0
141, 1, 0.0, -1.0, 1.0, 0
142, 1, 0.0, -1.0, 1.0, 0
143, 1, 0.0, -1.0, 1.0, 0
144, 1, 0.0, -1.0, 1.0, 0
145, 1, 0.0, -1.0, 1.0, 0
146, 1, 0.0, -1.0, 1.0, 0
147, 1, 0.014284256845713, -0.99989795684814, 1.0, 148
148, 1, 0.014284256845713, -0.99989795684814, 1.0, 148
149, 1, 0.028973337262869, -0.9995801448822, 1.0, 302
150, 1, 0.043437223881483, -0.99905622005463, 1.0, 453
151, 1, 0.044074777513742, -0.99902826547623, 1.0, 459
152, 1, 0.058722022920847, -0.99827438592911, 1.0, 612
153, 1, 0.074419923126698, -0.99722701311111, 1.0, 776
154, 1, 0.074419923126698, -0.99722701311111, 1.0, 776
155, 1, 0.090535752475262, -0.99589323997498, 1.0, 945
156, 1, 0.090535752475262, -0.99589323997498, 1.0, 945
157, 1, 0.1054690554738, -0.99442255496979, 1.0, 1102
158, 1, 0.10707319527864, -0.99425113201141, 1.0, 1118
159, 1, 0.12215519696474, -0.9925109744072, 1.0, 1277
160, 1, 0.13925483822823, -0.99025654792786, 1.0, 1457
161, 1, 0.13925483822823, -0.99025654792786, 1.0, 1457
162, 1, 0.15676754713058, -0.98763555288315, 1.0, 1641
163, 1, 0.15676754713058, -0.98763555288315, 1.0, 1641
164, 1, 0.17200103402138, -0.98509681224823, 1.0, 1803
165, 1, 0.17469121515751, -0.98462325334549, 1.0, 1831
166, 1, 0.19002191722393, -0.98177993297577, 1.0, 1994
167, 1, 0.19302186369896, -0.98119449615479, 1.0, 2026
168, 1, 0.20843400061131, -0.97803646326065, 1.0, 2190
169, 1, 0.20843400061131, -0.97803646326065, 1.0, 2190
170, 1, 0.22722959518433, -0.97384119033813, 1.0, 2390
171, 1, 0.22722959518433, -0.97384119033813, 1.0, 2390
172, 1, 0.2463987916708, -0.96916854381561, 1.0, 2596
173, 1, 0.2463987916708, -0.96916854381561, 1.0, 2596
174, 1, 0.2617329955101, -0.9651403427124, 1.0, 2762
175, 1, 0.26592901349068, -0.96399265527725, 1.0, 2807
176, 1, 0.26592901349068, -0.96399265527725, 1.0, 2807
177, 1, 0.28127044439316, -0.95962852239609, 1.0, 2973
178, 1, 0.28580510616302, -0.95828771591187, 1.0, 3023
179, 1, 0.30113133788109, -0.95358258485794, 1.0, 3190
180, 1, 0.30113133788109, -0.95358258485794, 1.0, 3190
181, 1, 0.32129636406898, -0.9469787478447, 1.0, 3411
182, 1, 0.32129636406898, -0.9469787478447, 1.0, 3411
183, 1, 0.32129636406898, -0.9469787478447, 1.0, 3411
184, 1, 0.34174302220345, -0.93979340791702, 1.0, 3637
185, 1, 0.34174302220345, -0.93979340791702, 1.0, 3637
186, 1, 0.35670155286789, -0.9342183470726, 1.0, 3804
187, 1, 0.36244627833366, -0.93200469017029, 1.0, 3868
188, 1, 0.36244627833366, -0.93200469017029, 1.0, 3868
189, 1, 0.37729686498642, -0.92609232664108, 1.0, 4035
190, 1, 0.38337764143944, -0.92359161376953, 1.0, 4103
191, 1, 0.39809313416481, -0.91734504699707, 1.0, 4270
192, 1, 0.39809313416481, -0.91734504699707, 1.0, 4270
193, 1, 0.40450602769852, -0.914535343647, 1.0, 4343
194, 1, 0.4190582036972, -0.90795946121216, 1.0, 4510
195, 1, 0.4190582036972, -0.90795946121216, 1.0, 4510
196, 1, 0.4190582036972, -0.90795946121216, 1.0, 4510
197, 1, 0.44015720486641, -0.89792066812515, 1.0, 4753
198, 1, 0.44015720486641, -0.89792066812515, 1.0, 4753
